uniqueCandidateId,voterNumber,ballotNumber,partyNameArabic,partyNameEnglish,candidateSequence,nominationType,governorate,sex,fullNameArabic,fullNameEnglish,email,phone,bio,photoUrl,coverPhotoUrl,verificationStatus,verificationDocuments,verifiedAt,verifiedBy,profileCompletionPercent,viewsCount,supportersCount,postsCount,eventsCount,sourceFile,metadataH1,metadataH2,createdAt,updatedAt,lastActiveAt
"ANB-ballotNumber          242 
ballotNumber    Leadership
Name: 61, dtype: object-000232",232,"ballotNumber          242 
ballotNumber    Leadership
Name: 61, dtype: object",,,22,Alliance,Anbar,MALE,"     Jumaa Muhammad Awad Mu-
             hammad al-Hablani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.881655,2025-10-17T16:36:19.881655,
"DHI-ballotNumber                  245 
ballotNumber    Canon's secr-\nets
Name: 62, dtype: object-005348",5348,"ballotNumber                  245 
ballotNumber    Canon's secr-\nets
Name: 62, dtype: object",,,10,Party,Dhi Qar,MALE,"     Malik Diab Salman Shamjan Y Al-
                            Zaidi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.883675,2025-10-17T16:36:19.883675,
"THE-ballotNumber               252 
ballotNumber    Design Alliance
Name: 63, dtype: object-000785",785,"ballotNumber               252 
ballotNumber    Design Alliance
Name: 63, dtype: object",,,23,Alliance,The egg,MALE,"     Mazen and technician Jawad Mo-
                 hammed Al Majed",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.887722,2025-10-17T16:36:19.887722,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 64, dtype: object-002574",2574,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 64, dtype: object",,,131,Alliance,Baghdad,MALE,"     Mohammed Abdullah Khalil Ib-
                rahim Radithin Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.901436,2025-10-17T16:36:19.901436,
"BAG-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 65, dtype: object-003081",3081,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 65, dtype: object",,,55,Alliance,Baghdad,MALE,"     Mohammed Abdul-Ridha Jassim Ali Al-
                                Nouri",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.904445,2025-10-17T16:36:19.904445,
"KIR-ballotNumber                      204 
ballotNumber    Iraqi Alliance, Kirkuk
Name: 66, dtype: object-006097",6097,"ballotNumber                      204 
ballotNumber    Iraqi Alliance, Kirkuk
Name: 66, dtype: object",,,13,Alliance,Kirkuk,MALE,"     Mohammed Hasiran Ali Khalil
                    Al-Jubouri",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.908984,2025-10-17T16:36:19.908984,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 67, dtype: object-004290",4290,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 67, dtype: object",,,99,Alliance,Baghdad,MALE,"     Mohammed Jassab Rashid Kataa
                     Al-Zarkanani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.915107,2025-10-17T16:36:19.915107,
"WAS-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 68, dtype: object-007662",7662,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 68, dtype: object",,,8,Alliance,Wasit,MALE,"     Mohammed KhalafAbbas Ta-
               moul Al-Atwani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.920662,2025-10-17T16:36:19.920662,
"SAL-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 69, dtype: object-005724",5724,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 69, dtype: object",,,14,Alliance,Saladin,MALE,"     Mohammed Sabah Hassan Khalifa Al-
                               Jumaili",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.925663,2025-10-17T16:36:19.925663,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 70, dtype: object-002570",2570,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 70, dtype: object",,,127,Alliance,Baghdad,MALE,"     Mu'ayyad Farhan Muhammad Hasiran
                            al-Tamimi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.928509,2025-10-17T16:36:19.928509,
"BAB-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 71, dtype: object-002254",2254,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 71, dtype: object",,,19,Alliance,Babylon,MALE,"     Muhammad Jabbar, the owner of Attia Al-Awidi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.928509,2025-10-17T16:36:19.928509,
"THE-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 72, dtype: object-000608",608,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 72, dtype: object",,,46,Alliance,The egg,MALE,"     Mustafa Najm Abdullah Sarr Y Al-
                          Tamimi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.928509,2025-10-17T16:36:19.928509,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 73, dtype: object-004293",4293,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 73, dtype: object",,,102,Alliance,Baghdad,MALE,"     Muththan Hilal Al-Karji Sahab Al-
                           Obaidi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.928509,2025-10-17T16:36:19.928509,
"BAG-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 74, dtype: object-003395",3395,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 74, dtype: object",,,67,Alliance,Baghdad,FEMALE,"     Nadia Jabbar Karim, honey, my
                      sweetheart",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.949771,2025-10-17T16:36:19.949771,
"ANB-ballotNumber                     205 
ballotNumber    Anbar is our identity
Name: 75, dtype: object-000129",129,"ballotNumber                     205 
ballotNumber    Anbar is our identity
Name: 75, dtype: object",,,21,Alliance,Anbar,FEMALE,"     Names of Osama Abdul Rah-
           man Obaid Al-Anani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.954771,2025-10-17T16:36:19.954771,
"NIN-ballotNumber                 218 
ballotNumber    Badr Organization
Name: 76, dtype: object-006630",6630,"ballotNumber                 218 
ballotNumber    Badr Organization
Name: 76, dtype: object",,,1,Party,Nineveh,MALE,"     Qusay Abbas Muhammad Hasiran al-
                           Hasiran",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.959928,2025-10-17T16:36:19.959928,
"DHI-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 77, dtype: object-005373",5373,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 77, dtype: object",,,12,Alliance,Dhi Qar,FEMALE,"     Rabha Qasim KhafifTamoul Al-Dhaifn
                                   Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.968483,2025-10-17T16:36:19.968483,
"DHI-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 78, dtype: object-005323",5323,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 78, dtype: object",,,23,Alliance,Dhi Qar,MALE,"     Riyadh Muhammad Mohsen Sarr in Al-Shar
                                    in",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.971707,2025-10-17T16:36:19.971707,
"NAJ-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 79, dtype: object-001689",1689,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 79, dtype: object",,,17,Alliance,Najaf,MALE,"     Saadoun Jaber Hawassir N
                     Al-Kaathi",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.974707,2025-10-17T16:36:19.974707,
"BAG-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 80, dtype: object-003340",3340,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 80, dtype: object",,,11,Alliance,Baghdad,MALE,"     Salman Kazim Abdul Redha Na-
                 eem Al-Jirn I am",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.980746,2025-10-17T16:36:19.980746,
"BAG-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 81, dtype: object-002548",2548,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 81, dtype: object",,,105,Alliance,Baghdad,FEMALE,"     Shaima Mahmoud Ali Karim
               Al-Hamir I am",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.984735,2025-10-17T16:36:19.984735,
"THE-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 82, dtype: object-001380",1380,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 82, dtype: object",,,14,Alliance,The two,FEMALE,"     Share with Raheefkadhim Mo-
             hammed Al-Hassani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.988754,2025-10-17T16:36:19.988754,
"THE-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 83, dtype: object-000607",607,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 83, dtype: object",,,45,Alliance,The egg,FEMALE,"     Sky Jassim Hamadi Hassan Al-Matfar
                                   Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.991754,2025-10-17T16:36:19.991754,
"BAB-ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 84, dtype: object-001827",1827,"ballotNumber                                           207 
ballotNumber    Reconstruction and Development Coali-\ntion
Name: 84, dtype: object",,,5,Alliance,Babylon,MALE,"     Taleb Khalil Rahi Hasir N
                      al-Yasari",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:19.997151,2025-10-17T16:36:19.997151,
"BAG-ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 85, dtype: object-003250",3250,"ballotNumber                 241 
ballotNumber    Azm Iraq Alliance
Name: 85, dtype: object",,,58,Alliance,Baghdad,MALE,"     The specter of a sad student, Nikazem Bathin
                                  Ya Hassan",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.001190,2025-10-17T16:36:20.001190,
"BAG-ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 86, dtype: object-003566",3566,"ballotNumber                       250 
ballotNumber    Alternative Allia-\nnce
Name: 86, dtype: object",,,39,Alliance,Baghdad,MALE,"     Walid Rasn Y Jalibakshish Al-
                        Akeili",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.001190,2025-10-17T16:36:20.001190,
"BAG-ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 87, dtype: object-003346",3346,"ballotNumber                                 244 
ballotNumber    Al-Arafri Foun-\ndation Coalition
Name: 87, dtype: object",,,17,Alliance,Baghdad,FEMALE,"     Yasmine N Ayad Abdul Karim Haider Nour-
                                       allah",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.001190,2025-10-17T16:36:20.001190,
"THE-ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 88, dtype: object-000588",588,"ballotNumber               224 
ballotNumber    Good news, Iraq
Name: 88, dtype: object",,,26,Alliance,The egg,MALE,"     Yasser N Haseer N Sirr Y Hassan Al
                            Batat",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.009303,2025-10-17T16:36:20.009303,
"AL-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 89, dtype: object-001289",1289,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 89, dtype: object",,,4,Alliance,Al-Qadisiyah,FEMALE,"     Zahra Kazim Hassan Saleh Bat-
                     hin Y Saad",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.012851,2025-10-17T16:36:20.012851,
"BAG-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 90, dtype: object-002276",2276,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 90, dtype: object",,,7,Party,Baghdad,MALE,"     Zaid Jamal Dawood
   Muhammad Al-Kanani",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.017759,2025-10-17T16:36:20.017759,
"BAG-ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 91, dtype: object-003086",3086,"ballotNumber                              231 
ballotNumber    National State Forces Alliance
Name: 91, dtype: object",,,61,Alliance,Baghdad,MALE,"    Abdul Haseer N Badai Moghtadh, the work of Naie
                                  Al-Batbouti",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.017759,2025-10-17T16:36:20.017759,
"THE-ballotNumber                 271 
ballotNumber    Services Alliance
Name: 92, dtype: object-000898",898,"ballotNumber                 271 
ballotNumber    Services Alliance
Name: 92, dtype: object",,,6,Alliance,The egg,MALE,"    Abdul Namir Safni, you are
                     a fool",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.017759,2025-10-17T16:36:20.017759,
"BAG-ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 93, dtype: object-004278",4278,"ballotNumber                      269 
ballotNumber    National res-\nolution
Name: 93, dtype: object",,,87,Alliance,Baghdad,MALE,"    Adel Sadiq Jamil Aftan Al-Husaythan
                               Y",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.027563,2025-10-17T16:36:20.027563,
"DHI-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 94, dtype: object-005004",5004,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 94, dtype: object",,,20,Party,Dhi Qar,MALE,"    Ahmed Hassan Rahi Hasir N
                     Al-Abdullah",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.027563,2025-10-17T16:36:20.027563,
"BAG-ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 95, dtype: object-002392",2392,"ballotNumber                202 
ballotNumber    Sadiqun Movement
Name: 95, dtype: object",,,125,Party,Baghdad,MALE,"    Ahmed Shihab Ahmed Must-
                afa Al-Rubaie",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.027563,2025-10-17T16:36:20.027563,
"KAR-ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 96, dtype: object-006071",6071,"ballotNumber                          259 
ballotNumber    National Depth Allia-\nnce
Name: 96, dtype: object",,,10,Alliance,Karbala,MALE,"    Akram Aziznoor Rahmoud Al Ya-
                            sser",,,,,,,unverified,[],,,30,0,0,0,0,ElectionCandidates_Original.csv,nan,nan,2025-10-17T16:36:20.027563,2025-10-17T16:36:20.027563,
